NOK_per_kWh,time_start,consumption,consumption_cost,consumption_with_battery,consumption_cost_with_battery
2.14689,2022-01-06T19:00:00+01:00,2.37689136,5.1029242918704005,0.9972299520000001,2.1409430116492802
2.12331,2022-01-06T20:00:00+01:00,2.47592844,5.2571636159364,0.9972299520000001,2.11742832938112
1.97489,2022-01-06T21:00:00+01:00,2.674002744,5.28086127909816,3.988919664,7.87767755523696
1.5647600000000002,2022-01-06T22:00:00+01:00,2.47592844,3.8742337857744005,3.988919664,6.24170193344064
1.40269,2022-01-06T23:00:00+01:00,2.9711142,4.167552177198,4.48753464,6.294619964181599
1.34346,2022-01-07T00:00:00+01:00,4.951856952,6.65262174073392,4.48753464,6.0288232874544
1.29813,2022-01-07T01:00:00+01:00,3.961485576,5.142523270772879,4.48753464,5.8254033422232
1.22893,2022-01-07T02:00:00+01:00,4.060522728,4.99009819612104,4.48753464,5.5148659451352
1.22412,2022-01-07T03:00:00+01:00,4.159559808,5.091800352168961,4.48753464,5.4932809035168
1.22432,2022-01-07T04:00:00+01:00,4.25859696,5.213885430067201,4.48753464,5.4941784104448
1.27536,2022-01-07T05:00:00+01:00,1.980742752,2.5261600761907204,4.48753464,5.7232221784704
1.40594,2022-01-07T06:00:00+01:00,1.683631368,2.3670846855259198,0.0,0.0
1.5308000000000002,2022-01-07T07:00:00+01:00,1.7826685199999999,2.728908970416,0.0,0.0
1.5675,2022-01-07T08:00:00+01:00,2.37689136,3.7257772068,0.0,0.0
1.57603,2022-01-07T09:00:00+01:00,4.951856952,7.8042751120605605,0.0,0.0
1.5747200000000001,2022-01-07T10:00:00+01:00,4.159559808,6.550142020853761,0.698060952,1.09925054233344
1.6137299999999999,2022-01-07T11:00:00+01:00,2.674002744,4.31511844807512,4.48753464,7.241669274607199
1.62176,2022-01-07T12:00:00+01:00,1.7826685199999999,2.8910604989952,4.48753464,7.2777041777664
1.6161400000000001,2022-01-07T13:00:00+01:00,2.277854208,3.68133129971712,4.48753464,7.2524842330896
1.63068,2022-01-07T14:00:00+01:00,2.277854208,3.7144512999014396,4.48753464,7.3177329867552
1.78132,2022-01-07T15:00:00+01:00,2.47592844,4.4104208487408005,4.48753464,7.9937352049248
1.9627400000000002,2022-01-07T16:00:00+01:00,1.4855570640000002,2.9157622717953604,2.991689784,5.87190920664816
2.36248,2022-01-07T17:00:00+01:00,2.7730398960000002,6.551251293502081,2.991689784,7.06780728090432
2.41223,2022-01-07T18:00:00+01:00,4.951856952,11.94501789532296,1.994459832,4.81109584054536
1.73318,2022-01-07T19:00:00+01:00,2.37689136,4.1195805673248005,0.9972299520000001,1.72837900820736
1.60962,2022-01-07T20:00:00+01:00,2.47592844,3.9853039355928,0.9972299520000001,1.6051612753382403
1.58405,2022-01-07T21:00:00+01:00,2.674002744,4.2357540466331995,3.988919664,6.318648193759199
1.54343,2022-01-07T22:00:00+01:00,2.47592844,3.8214222321492004,3.988919664,6.15661827700752
1.45177,2022-01-07T23:00:00+01:00,2.9711142,4.313374462134,4.48753464,6.5148681643128
1.49018,2022-01-08T00:00:00+01:00,4.951856952,7.37915819273136,4.48753464,6.6872343698352
1.46501,2022-01-08T01:00:00+01:00,3.961485576,5.803615983695759,4.48753464,6.574283122946399
1.45057,2022-01-08T02:00:00+01:00,4.060522728,5.890072453554959,4.48753464,6.5094831227448
1.4616,2022-01-08T03:00:00+01:00,4.159559808,6.0796126153728,4.48753464,6.558980629824
1.47393,2022-01-08T04:00:00+01:00,4.25859696,6.2768738172528,4.48753464,6.6143119319352
1.47303,2022-01-08T05:00:00+01:00,1.980742752,2.9176934959785603,4.48753464,6.6102731507592
1.46982,2022-01-08T06:00:00+01:00,1.683631368,2.4746350573137597,0.0,0.0
1.47604,2022-01-08T07:00:00+01:00,1.7826685199999999,2.6312900422607997,0.0,0.0
1.4963,2022-01-08T08:00:00+01:00,2.37689136,3.556542541968,0.0,0.0
1.51976,2022-01-08T09:00:00+01:00,4.951856952,7.52563412137152,0.0,0.0
1.54915,2022-01-08T10:00:00+01:00,4.159559808,6.4437820765632,0.698060952,1.0814011237908
1.54353,2022-01-08T11:00:00+01:00,2.674002744,4.12740345544632,4.48753464,6.9266443428792
1.54624,2022-01-08T12:00:00+01:00,1.7826685199999999,2.7564333723648,4.48753464,6.9388055617535995
1.51976,2022-01-08T13:00:00+01:00,2.277854208,3.46179171115008,4.48753464,6.8199756444864
1.5209700000000002,2022-01-08T14:00:00+01:00,2.277854208,3.46454791474176,4.48753464,6.8254055614008005
1.54724,2022-01-08T15:00:00+01:00,2.47592844,3.8308555195056,4.48753464,6.9432930963935995
1.5679,2022-01-08T16:00:00+01:00,1.4855570640000002,2.3292049206456005,2.991689784,4.6906704123336
1.51986,2022-01-08T17:00:00+01:00,2.7730398960000002,4.2146324163345605,2.991689784,4.54694963511024
1.48797,2022-01-08T18:00:00+01:00,4.951856952,7.36821458886744,1.994459832,2.96769639622104
1.40483,2022-01-08T19:00:00+01:00,2.37689136,3.3391282892688,0.9972299520000001,1.4009385534681602
1.28419,2022-01-08T20:00:00+01:00,2.47592844,3.1795625433636,0.9972299520000001,1.28063273205888
1.26985,2022-01-08T21:00:00+01:00,2.674002744,3.3955823844684,3.988919664,5.0653296353304
1.23545,2022-01-08T22:00:00+01:00,2.47592844,3.058885791198,3.988919664,4.9281107988888
1.22291,2022-01-08T23:00:00+01:00,2.9711142,3.6334052663220002,4.48753464,5.4878509866024
1.25691,2022-01-09T00:00:00+01:00,4.951856952,6.22403852153832,4.48753464,5.6404271643624
1.15482,2022-01-09T01:00:00+01:00,3.961485576,4.574802772876319,4.48753464,5.1822947529648
1.12002,2022-01-09T02:00:00+01:00,4.060522728,4.54786666581456,4.48753464,5.0261285474927995
1.09234,2022-01-09T03:00:00+01:00,4.159559808,4.5436535606707205,4.48753464,4.9019135886576
1.02926,2022-01-09T04:00:00+01:00,4.25859696,4.3832035070496005,4.48753464,4.6188399035664
0.9989700000000001,2022-01-09T05:00:00+01:00,1.980742752,1.9787025869654402,4.48753464,4.482912479320801
1.01953,2022-01-09T06:00:00+01:00,1.683631368,1.71651268861704,0.0,0.0
1.01973,2022-01-09T07:00:00+01:00,1.7826685199999999,1.8178405698995999,0.0,0.0
1.12192,2022-01-09T08:00:00+01:00,2.37689136,2.6666819546112004,0.0,0.0
1.2893,2022-01-09T09:00:00+01:00,4.951856952,6.384429168213599,0.0,0.0
1.35349,2022-01-09T10:00:00+01:00,4.159559808,5.62992260452992,0.698060952,0.94481851792248
1.4496600000000002,2022-01-09T11:00:00+01:00,2.674002744,3.8763948178670407,4.48753464,6.505399466222401
1.49098,2022-01-09T12:00:00+01:00,1.7826685199999999,2.6579231099496,4.48753464,6.6908243975472
1.5061300000000002,2022-01-09T13:00:00+01:00,2.277854208,3.43074455829504,4.48753464,6.7588105473432005
1.5082300000000002,2022-01-09T14:00:00+01:00,2.277854208,3.4355280521318403,4.48753464,6.7682343700872005
1.54213,2022-01-09T15:00:00+01:00,2.47592844,3.8182035251772,4.48753464,6.9203617943832
1.81491,2022-01-09T16:00:00+01:00,1.4855570640000002,2.6961523710242403,2.991689784,5.42964770587944
2.16773,2022-01-09T17:00:00+01:00,2.7730398960000002,6.011201773756081,2.991689784,6.48517569547032
2.3681,2022-01-09T18:00:00+01:00,4.951856952,11.7264924480312,1.994459832,4.7230803281592
2.00506,2022-01-09T19:00:00+01:00,2.37689136,4.7658097902816,0.9972299520000001,1.99950588755712
1.54654,2022-01-09T20:00:00+01:00,2.47592844,3.8291223695976004,0.9972299520000001,1.5422560099660803
1.5089299999999999,2022-01-09T21:00:00+01:00,2.674002744,4.03488296050392,3.988919664,6.01900054859952
1.48657,2022-01-09T22:00:00+01:00,2.47592844,3.6806409410508,3.988919664,5.92980830491248
1.45207,2022-01-09T23:00:00+01:00,2.9711142,4.314265796394,4.48753464,6.5162144247048
1.44645,2022-01-10T00:00:00+01:00,4.951856952,7.1626134882204004,4.48753464,6.490994480028
1.38439,2022-01-10T01:00:00+01:00,3.961485576,5.48424101655864,4.48753464,6.2124980802696
1.37266,2022-01-10T02:00:00+01:00,4.060522728,5.573717127816479,4.48753464,6.1598592989424
1.39412,2022-01-10T03:00:00+01:00,4.159559808,5.79892551952896,4.48753464,6.2561617923168
1.4335200000000001,2022-01-10T04:00:00+01:00,4.25859696,6.104783914099201,4.48753464,6.432970657132801
1.52475,2022-01-10T05:00:00+01:00,1.980742752,3.0201375111120004,4.48753464,6.84236844234
1.66781,2022-01-10T06:00:00+01:00,1.683631368,2.8079772318640797,0.0,0.0
2.4963,2022-01-10T07:00:00+01:00,1.7826685199999999,4.450075426476,0.0,0.0
2.86443,2022-01-10T08:00:00+01:00,2.37689136,6.808438918324801,0.0,0.0
3.05691,2022-01-10T09:00:00+01:00,4.951856952,15.137381035138318,0.0,0.0
3.0123,2022-01-10T10:00:00+01:00,4.159559808,12.5298420096384,0.698060952,2.1027690057096
3.00919,2022-01-10T11:00:00+01:00,2.674002744,8.046582317217359,4.48753464,13.503844363341598
2.91135,2022-01-10T12:00:00+01:00,1.7826685199999999,5.189971995702,4.48753464,13.064783974164
2.80738,2022-01-10T13:00:00+01:00,2.277854208,6.39480234645504,4.48753464,12.5982149976432
1.60345,2022-01-10T14:00:00+01:00,2.277854208,3.6524253298176,4.48753464,7.195537418508
1.69829,2022-01-10T15:00:00+01:00,2.47592844,4.2048445103676,4.48753464,7.6211352037656
1.62179,2022-01-10T16:00:00+01:00,1.4855570640000002,2.4092615908245603,2.991689784,4.85189257479336
1.63583,2022-01-10T17:00:00+01:00,2.7730398960000002,4.53622185307368,2.991689784,4.89389589936072
1.80917,2022-01-10T18:00:00+01:00,4.951856952,8.95875104184984,1.994459832,3.6083168942594397
1.5543200000000001,2022-01-10T19:00:00+01:00,2.37689136,3.6944497786752004,0.9972299520000001,1.5500144589926403
1.6018400000000002,2022-01-10T20:00:00+01:00,2.47592844,3.9660412123296007,0.9972299520000001,1.5974028263116802
1.6307200000000002,2022-01-10T21:00:00+01:00,2.674002744,4.360549754695681,3.988919664,6.504811074478081
1.5587300000000002,2022-01-10T22:00:00+01:00,2.47592844,3.859303937281201,3.988919664,6.217648747866721
1.5047000000000001,2022-01-10T23:00:00+01:00,2.9711142,4.470635536740001,4.48753464,6.752393372808
